260	10.5
261	10.5
262	10.5
263	10.5
264	10.5
265	10.5
266	10.5
267	10.5
268	10.5
269	10.5
270	10.5
271	10.5
272	10.5
273	10.5
274	10.5
275	10.5
276	10.5
277	10.5
278	10.5
279	10.5
280	10.5
281	10.5
282	10.5
283	10.5
284	10.5
285	10.5
286	10.5
287	10.5
288	10.5
289	10.5
290	10.5
291	10.5
292	10.5
293	10.5
294	10.5
295	10.5
296	10.5
297	10.5
298	10.5
299	10.5
300	10.5
301	10.5
302	10.5
303	10.5
304	10.5
305	10.5
306	10.5
307	10.5
308	10.5
309	10.5
310.5	10.5
311	10.5
312	10.5
313	10.5
314	10.5
315	10.5
